LncRNA name,Cancer name,Expression pattern,Methods,Pubmed ID,No. of Transcript variants (lncRNAs),LncRNA aliases
DSCR8,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, RIP, Luciferase reporter assay",30154476,5,MMA1; MMA-1; MTAG2; MMA-1a; MMA-1b; CT25.1a; CT25.1b; C21orf65
DUXAP10,Colorectal Cancer,up-regulated,qPCR etc.,28779166,1,double homeobox A pseudogene 10
DUXAP10,Ovarian Cancer,up-regulated,qPCR,29424918,1,double homeobox A pseudogene 10
DUXAP10,Pancreatic Cancer,up-regulated,"qPCR, in vitro knockdown etc.",29286182,1,double homeobox A pseudogene 10
DUXAP10,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi, RIP, western blot",28029651,1,double homeobox A pseudogene 10
DUXAP10,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, Western blotting, in vitro knockdown etc.",30996112,1,double homeobox A pseudogene 10
DUXAP10,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, Western blotting etc.",31576658,1,double homeobox A pseudogene 10
DUXAP10,Prostate Cancer,down-regulated,"qRT-PCR , Western blot , in vitro knockdown etc.",31114994,1,double homeobox A pseudogene 10
DUXAP8,Colorectal Cancer,up-regulated,"qPCR, RIP etc.",31786844,1,double homeobox A pseudogene 8
DUXAP8,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",31364111,1,double homeobox A pseudogene 8
DUXAP8,Pancreatic Cancer,up-regulated,"qPCR, RIP, Western blot, other",30367681,1,double homeobox A pseudogene 8
DUXAP8,Gastric Cancer,up-regulated,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",27507049,1,double homeobox A pseudogene 8
DUXAP8,Gastric Cancer,up-regulated,"qPCR, Western blot, RIP etc.",28881724,1,double homeobox A pseudogene 8
DUXAP8,Oral Cancer,up-regulated,"qPCR, RIP etc.",32304409,1,double homeobox A pseudogene 8
DUXAP8,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc",32271433,1,double homeobox A pseudogene 8
DUXAP8,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi, western blot",28131418,1,double homeobox A pseudogene 8
DUXAP8,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, Western blot",32022476,1,double homeobox A pseudogene 8
DUXAP8,Hepatocellular Carcinoma,down-regulated,"qRT-PCR , RIP etc.",31571902,1,double homeobox A pseudogene 8
EGFLAM-AS1,Gastric Cancer,down-regulated,"qPCR, RNAi, Western blot etc.",26537802,1,EGFLAM antisense RNA 1;lncRNA-LOWEG;CTD-2108O9.1;lncRNA low expressed in gastric cancer;EGFLAM antisense RNA 1 (non-protein coding);NONHSAG040223.2;HSALNG0041277;EGFLAM-AS1
EGFR-AS1,Gastric Cancer,up-regulated,"qPCR, Western blot",30138934,1,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGFR-AS1,Lung Cancer,up-regulated,RNA-seq,31548386,1,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGFR-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30431074,1,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGFR-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",30664200,1,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGFR-AS1,Hepatocellular Carcinoma,up-regulated,"Microarray, qPCR, RNAi, Western blot, Flow cytometry assay etc.",26271667,1,EGFR antisense RNA 1;EGFR-AS1;NONHSAG047620.2;HSALNG0058167;HSALNG0058166
EGOT,Gastric Cancer,up-regulated,"qPCR, Western blot",29209988,1,EGO; NCRNA00190
EGOT,Hepatocellular Carcinoma,up-regulated,"RT-PCR, Western blot",32021242,1,EGO; NCRNA00190
EGOT,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot etc.",27283940,1,EGO; NCRNA00190
EGOT,Prostate Cancer,down-regulated,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",23728290,1,EGO; NCRNA00190
"EIF3J-AS1",Colorectal Cancer,up-regulated,"RT-qPCR, Western blot",31709617,2,EIF3J-AS1; EIF3J-DT
"EIF3J-AS1",Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RNAi",31421822,2,EIF3J-AS1; EIF3J-DT
ELF3-AS1,Oral Squamous Cell Carcinoma,up-regulated,"RT-qPCR, Western blot",31686842,1,SCAT7
ELFN1-AS1,Colorectal Cancer,up-regulated,"qRT-PCR, Microarray, Luciferase reporter assay, RIP, Western blotting",31929141,3,MYCLo-2
ELMO1-AS1,Hepatocellular Carcinoma,down-regulated,"qPCR, etc.",31498334,1,ELMO1 antisense RNA 1;ELMO1 antisense RNA 1 (non-protein coding);HSALNG0057290;NONHSAG047360.2
"ElncRNA1",Epithelial Ovarian Cancer,up-regulated,"qPCR, Western blot etc.",28714515,1,ElncRNA1; TC0101441; ERLNC1
EMX2OS,Ovarian Cancer,up-regulated,"qPCR, Luciferase reporter assay, RIP etc.",32273754,2,EMX2-AS1; NCRNA00045
EPB41L4A-AS2,Head And Neck Squamous Cell Carcinoma,down-regulated,"RNA-seq, Microarray, qPCR, Western blot",29490660,1,EPB41L4A-AS2
EPB41L4A-AS2,Non Small Cell Lung Cancer,down-regulated,"qPCR, Western blot, other",30249102,1,EPB41L4A-AS2
"EPB41L4A-AS2 ",Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot",30971290,1,EPB41L4A-AS2; EPB41L4A-DT
"EPB41L4A-AS2",Ovarian Cancer,down-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",31645082,1,EPB41L4A-AS2; EPB41L4A-DT
EPIC1,Pancreatic Cancer,up-regulated,"qRT-PCR, Western blotting, RIP",31810603,1,Lnc-EPIC1
EPIC1,Lung Cancer,up-regulated,"qPCR, Western blot, RIP",30029875,1,Lnc-EPIC1
"EPIC1",Cholangiocarcinoma,up-regulated,"qPCR, RIP, other",30205958,1,Lnc-EPIC1; LOC284930
"ERICH1-AS1",Non Small Cell Lung Cancer,up-regulated,"Microarray, qPCR etc.",26393913,1,DAP2; SAPAP2; C8orf68; ERICH1-AS1; DLGAP2
EWSAT1,Colorectal Cancer,up-regulated,"qPCR, Western blot, other",30402843,1,TMEM84; LINC00277; NCRNA00277
EWSAT1,Ovarian Cancer,up-regulated,Western blot etc.,28979684,1,TMEM84; LINC00277; NCRNA00277
EWSAT1,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot",29966979,1,TMEM84; LINC00277; NCRNA00277
EWSAT1,Nasopharyngeal Cancer,up-regulated,"qPCR, Cell transfection, Western blot, Luciferase reporter assay, RNA pull-down assay etc.",27816050,1,TMEM84; LINC00277; NCRNA00277
EZR-AS1,Colorectal Cancer,up-regulated,"qRT-PCR, Western blot",31693738,1,EZR antisense RNA 1;EZR antisense RNA 1 (non-protein coding);lnc-SYTL3-150;NONHSAG045266.2;HSALNG0054698
F11-AS1,Pancreatic Ductal Adenocarcinoma,down-regulated,"Microarray, qPCR etc.",28220683,2,F11 antisense RNA 1;NONHSAG039542.2;HSALNG0039173;F11-AS1
F11-AS1,Hepatocellular Carcinoma,down-regulated,"RT-qPCR, RIP, Western blot analysis, Dual luciferase reporter assay",31880390,2,F11 antisense RNA 1;NONHSAG039542.2;HSALNG0039173;F11-AS1
F11-AS1,Hepatocellular Carcinoma,down-regulated,"qRT-PCR , Luciferase reporter assay , Western blot etc.",31168823,2,F11 antisense RNA 1;NONHSAG039542.2;HSALNG0039173;F11-AS1
FAL1,Gastric Cancer,up-regulated,"qPCR, Western blot, etc.",30556865,1,FAL1; ncRNA-a1; LINC00568
FAL1,Oral Squamous Cell Carcinoma,up-regulated,"qPCR, Western blot",31298329,1,FAL1; ncRNA-a1; LINC00568
"FAL1 ",Non Small Cell Lung Cancer,up-regulated,"qPCR, RNA pull-down assay etc.",25203321,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1 ",Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot",28854421,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1 ",Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",29421439,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1 ",Prostate Cancer,up-regulated,"qPCR, RNA pull-down assay etc.",25203321,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Colon Cancer,up-regulated,"qPCR, Western blot, other",30290064,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30267804,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Colon Cancer,up-regulated,"qPCR, RNA pull-down assay etc.",25203321,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Ovarian Cancer,down-regulated,"RT-qPCR, Western blot analysis",31957817,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Ovarian Cancer,up-regulated,"qPCR, RNA pull-down assay etc.",25203321,1,FAL1; ncRNA-a1; LINC00568; FALEC
"FAL1",Cervical Squamous Cell Carcinoma,up-regulated,"RT-qPCR, Western blot",32046419,1,FAL1; ncRNA-a1; LINC00568; FALEC
FALEC,Cervical Cancer,up-regulated,qPCR,31248657,1,focally amplified long non-coding RNA in epithelial cancer;ncRNA-a1;FAL1;focally amplified lncRNA on chromosome 1;long intergenic non-protein coding RNA 568;LINC00568;noncoding RNA-activating 1;NONHSAG002854.2;HSALNG0007045;FALEC
FALEC,Gastric Cancer,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",30984243,1,FAL1; ncRNA-a1; LINC00568
FALEC,Gastric Cancer,down-regulated,"qPCR, RNAi etc.",29719612,1,FAL1; ncRNA-a1; LINC00568
FALEC,Tongue Squamous Cell Carcinoma,down-regulated,"qPCR, Western blot, in vitro knockdown, RIP",31335317,1,FAL1; ncRNA-a1; LINC00568
FALEC,Prostate Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",28585762,1,FAL1; ncRNA-a1; LINC00568
FAM215A,Epithelial Ovarian Cancer,differential expression,qPCR etc.,27667152,1,APR-2; C17orf88; LINC00530
FAM215A,Liver Cancer,up-regulated,"qPCR, Western blot, RIP etc.",32295144,1,APR-2; C17orf88; LINC00530
FAM225A,Nasopharyngeal Cancer,up-regulated,"Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",31331909,1,C9orf109; LINC00256A; NCRNA00256A
FAM3D-AS1,Colorectal Cancer,up-regulated,"RT-PCR , Western blot , in vitro knockdown etc.",31147452,1,lnc-KCTD6-3
FAM83A-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, etc.",30659636,1,HCCC11; HCCC11_v1; HCCC11_v2
FAM83A-AS1,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, RIP, Western blot",31696213,1,FAM83A antisense RNA 1;HCCC11;HCCC11_v1;HCCC11_v2;HCC-related HCC-C11_v3;NONHSAG051166.2;HSALNG0068190;FAM83A-AS1
"FAM83H-AS1",Lung Adenocarcinoma,up-regulated,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay, Cell migration and invasion assay etc.",28198463,1,IQ motif and ankyrin repeat containing 1;onco-lncRNA-3;FAM83H antisense RNA 1 (head to head);FAM83H-AS1;FAM83HAS1;IQ motif and ankyrin repeat domain-containing protein 1;IQ motif and ankyrin repeat domain-containing protein LOC642574;putative IQ motif and ankyrin repeat domain-containing protein LOC642574; LNCRNA-ATB
FAM87A,Tongue Squamous Cell Carcinoma,differential expression,RNA-seq,30755833,1,"family with sequence similarity 87 member A;family with sequence similarity 87, member A;HSALNG0062877;FAM87A;NONHSAG049338.2;Protein FAM87A"
FAS-AS1,High Grade Ovarian Serous Cancer,up-regulated,"Microarray, qPCR etc.",29577163,1,SAF; FASAS; FAS-AS
FAS-AS1,Non Small Cell Lung Cancer,down-regulated,"qPCR, Luciferase Reporter Assay etc",32329854,1,SAF; FASAS; FAS-AS
FBXL19-AS1,Colorectal Cancer,up-regulated,"Microarray, qPCR, Luciferase reporter assay etc.",28479250,1,NCRNA00095
FBXL19-AS1,Lung Adenocarcinoma,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",31566718,1,NCRNA00095
FBXL19-AS1,Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",30610161,1,NCRNA00095
FBXL19-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot",31210311,1,NCRNA00095
FENDRR,Colorectal Cancer,down-regulated,qPCR,31724220,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Colon Cancer,down-regulated,"qPCR, Western blot",31213846,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Gastric Cancer,down-regulated,"qPCR, Western blot etc.",25167886,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Non Small Cell Lung Cancer,down-regulated,"qRT-PCR, Western blot",31749883,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Non Small Cell Lung Cancer,down-regulated,"qPCR, Western blot",30981768,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Non Small Cell Lung Cancer,down-regulated,"qPCR, Luciferase reporter assay",31545237,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Non Small Cell Lung Cancer,down-regulated,"qPCR, Western blot, in vitro knockdown, etc.",30556873,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Lung Adenocarcinoma,down-regulated,qPCR etc.,26918601,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",32251605,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, etc.",30573358,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",31351327,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Neuroendocrine Prostate Cancer,down-regulated,"RNA-seq, Microarray, qPCR etc.",29757368,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FENDRR,Prostate Cancer,down-regulated,"qPCR, Luciferase reporter assay, in vitro knockdown",29465000,2,FOXF1AS1; FOXF1-AS1; lincFOXF1; TCONS_00024240; onco-lncRNA-21
FER1L4,Colon Cancer,down-regulated,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.",26224446,1,C20orf124
FER1L4,Ovarian Cancer,up-regulated,"qPCR, other",30444026,1,C20orf124
FER1L4,Gastric Cancer,down-regulated,"Microarray, qPCR etc.",24961353,1,C20orf124
FER1L4,Gastric Cancer,down-regulated,"qPCR, RNAi, Western blot etc.",26306906,1,C20orf124
FER1L4,Gastric Cancer,differential expression,"Microarray, qPCR, RNAi etc.",25124853,1,C20orf124
FER1L4,Lung Cancer,down-regulated,"qRT-PCR , Western blot etc.",31115514,1,C20orf124
FER1L4,Lung Adenocarcinoma,up-regulated,"RNA-seq, qPCR etc.",27826625,1,C20orf124
FER1L4,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, other",30382631,1,C20orf124
FER1L4,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot etc.",28759956,1,C20orf124
FER1L4,Prostate Cancer,down-regulated,"RT-qPCR, Western blot",32140077,1,C20orf124
FEZF1-AS1,Colorectal Cancer,up-regulated,"Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",29914894,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Colorectal Cancer,up-regulated,"qPCR, RNAi, Flow cytometry assay, Cell proliferation assay etc.",26848625,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Colorectal Cancer,up-regulated,"qPCR, Microarray, RNA-seq, Luciferase reporter assay, RIP, Western blot, etc.",29914894,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Epithelial Ovarian Cancer,up-regulated,"qRT-PCR, Western blot",32135030,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Ovarian Cancer,up-regulated,"qPCR, RNAi, Western blot, other",30416194,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Pancreatic Ductal Adenocarcinoma,up-regulated,"Microarray, qRT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",29348628,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Cervical Cancer,up-regulated,qPCR,29917186,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Gastric Cancer,up-regulated,qPCR etc.,31785996,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Gastric Cancer,up-regulated,"qPCR, Western blot, RNAi",29239821,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Gastric Cancer,up-regulated,"qPCR, RNAi, Western blot, RIP, ChIP, MTT assay etc.",28209170,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30355645,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Oral Squamous Cell Carcinoma,up-regulated,"qPCR, Luciferase reporter assay",31378890,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blotting, RIP etc.",28858731,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Lung Adenocarcinoma,up-regulated,"qPCR, Western bolt, RIP, ChIP etc.",29262540,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",29510777,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, in vitro knockdown",29957463,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Luciferase reporter assays, other",30365146,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, etc.",29957463,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Prostate Cancer,up-regulated,"qPCR, Western blot etc",32196579,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FEZF1-AS1,Prostate Cancer,up-regulated,"qPCR, Western blot",31298365,1,FEZF1 antisense RNA 1;FEZF1 antisense RNA 1 (non-protein coding);HSALNG0060982;FEZF1-AS1;NONHSAG048666.2
FGD5-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",31332696,5,FGD5 antisense RNA 1;FGD5 antisense RNA 1 (non-protein coding);FGD5-AS1;NONHSAG034508.2;HSALNG0024364;HSALNG0024365;HSALNG0024362
FGD5-AS1,Oral Squamous Cell Carcinoma,up-regulated,"qRT-PCR, Western blot, Luciferase Reporter Assay",31899825,5,FGD5 antisense RNA 1;FGD5 antisense RNA 1 (non-protein coding);FGD5-AS1;NONHSAG034508.2;HSALNG0024364;HSALNG0024365;HSALNG0024362
FGD5-AS1,Non Small Cell Lung Cancer,up-regulated,"qRT-PCR, Western blot, luciferase reporter assay, RIP",31919528,5,FGD5 antisense RNA 1;FGD5 antisense RNA 1 (non-protein coding);FGD5-AS1;NONHSAG034508.2;HSALNG0024364;HSALNG0024365;HSALNG0024362
FLJ22447,Oral Squamous Cell Carcinoma,up-regulated,"RNA-seq, qPCR, RIP",29346528,1,uncharacterized LOC400221;HSALNG0101773
"FLJ33360 ",Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc",32194906,1,long intergenic non-protein coding RNA 2145;FLJ33360;CTD-2324F15.2;LINC02145;HSALNG0039890;NONHSAG039744.2; LINC02145
"FLJ33360",Ovarian Cancer,down-regulated,qPCR,31239715,1,long intergenic non-protein coding RNA 2145;FLJ33360;CTD-2324F15.2;LINC02145;HSALNG0039890;NONHSAG039744.2; LINC02145
FLVCR1-AS1,Gastric Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot",30899380,2,LQK1; FLVCR1-AS1; NCRNA00292
FLVCR1-AS1,Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30309647,2,LQK1; FLVCR1-AS1; NCRNA00292
FLVCR1-AS1,Lung Cancer,up-regulated,"qPCR, Western blot, etc.",30697812,2,LQK1; FLVCR1-AS1; NCRNA00292
"FLVCR1-AS1 ",Cholangiocarcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",31404302,2,LQK1; FLVCR1-AS1; NCRNA00292; FLVCR1-DT
"FLVCR1-AS1 ",Hepatocellular Carcinoma,up-regulated,"qPCR, in vitro knockdown, Luciferase reporter assay etc.",29574975,2,LQK1; FLVCR1-AS1; NCRNA00292; FLVCR1-DT
"FLVCR1-AS1",Ovarian Cancer,up-regulated,"qPCR, Western blot, other",31412903,2,LQK1; FLVCR1-AS1; NCRNA00292; FLVCR1-DT
FOXC2-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, RIP",31396359,1,ODRUL
FOXC2-AS1,Prostate Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, other",30389560,1,ODRUL
FOXCUT,Gastric Adenocarcinoma,up-regulated,qPCR,31364114,1,LINC01379; TCONS_00011636
FOXCUT,Oral Squamous Cell Carcinoma,up-regulated,"qPCR, RNAi, Western blot etc.",24889262,1,LINC01379; TCONS_00011636
FOXD2-AS1,Colorectal Cancer,up-regulated,"Luciferase Assay, RT-PCR, Western blot",31908535,1,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXD2-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot etc.",28925486,1,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXD2-AS1,Cervical Cancer,up-regulated,"RT-qPCR, Western blot, RIP",32082174,1,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
FOXD2-AS1,Cervical Cancer,up-regulated,qRT-PCR,31841177,1,FOXD2 adjacent opposite strand RNA 1;MGC12982;FOXD2 antisense RNA 1 (non-protein coding);FOXD2 antisense RNA 1;FOXD2 antisense RNA 1 (head to head);HSALNG0003395;FOXD2-AS1;NONHSAG001375.2
